id,name,short desc,x coordina,y coordina,elevation,type,descriptio,type of se,remains,keywords,url
DN_SIT0070,Daghbag/Compasi,"New Kingdom and Ptolemaic gold exploitation, Roman fort.",33.818610999999997,25.398000000000000,"436",archaeological site,"Complex site, occupied from the New Kingdom to the Roman period, for the gold exploitation. Also location of one Roman fort, called Compasi, on the road from Coptos to Berenike.To the south and north of the Ptolemaic and Roman settlement are two New","habitation;fort;extraction site;non-built settlement;other;re-occupation","dwelling;working facilities;tank(s);well(s);dump, midden;mine vein and trenches;scattered pottery;inscription(s)","[""dump, midden"",""dwelling"",""extraction site"",""fort"",""gold"",""habitation"",""inscription(s)"",""mine vein and trenches"",""non-built settlement"",""other"",""pottery (indeterminate function)"",""re-occupation"",""scattered pottery"",""tank(s)"",""tools"",""well(s)"",""working f",https://desertnetworks.huma-num.fr/sites/DN_SIT0070
DN_SIT1925,Daghbag East,New Kingdom and Ptolemaic mines and settlement,33.859444444444001,25.401944444443998,"463",archaeological site,"The site, surveyed by D. and R. Klemm (""Daghbag II and III"", Klemm, Klemm 2013 p. 161-165) and the MAFDO, consists of an undated settlement, probably from the New Kingdom or the Ptolemaic period, and mines exploited during these periods.The mines were a","habitation;extraction site","dwelling;working facilities;mine vein and trenches","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT1925
DN_SIT1924,Daghbag South,"Large building, which could be a Roman fort",33.817833333332999,25.368500000000001,"414",archaeological site,"Large building, could be a Roman fort according to Sidebotham, Gates-Foster 2019, p. 255-256.The site is not visible on satellite images.",fort,enclosure(s),"[""enclosure(s)"",""fort"",""pottery (indeterminate function)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT1924
DN_SIT0071,Dalalil,New Kingdom settlement and mines,34.013333000000003,24.912500000000001,"417",archaeological site,"New Kingdom settlement with 30 huts and tools, and ancient mines.","habitation;extraction site","dwelling;working facilities;mine vein and trenches","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0071
DN_SIT0092,Dawwi/El-Iteima,"Roman fort on the Coptos-Myos Hormos road, also called El-Iteima",34.034030000000001,26.113050000000001,"184",archaeological site,"Roman fort on the Coptos-Myos Hormos road, also called El-Iteima.The fort of Dawwi is located 154 km from Coptos and 27 km from Myos Hormos. This is the last fort on the road, after Bir Sayyalah. It has often been visited by modern travelers under vario",fort,"dwelling;enclosure(s);well(s);tower(s);storage silos or rooms","[""dwelling"",""enclosure(s)"",""fort"",""games and toys"",""religious object"",""storage silos or rooms"",""tower(s)"",""transport and storage vessels"",""well(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0092
DN_SIT0072,Deir el-Atrash,Major Roman fort on the Porphyrites road,33.081859999999999,26.935549999999999,"378",archaeological site,"Deir el-Atrash is a major Roman fort, located in the wadi of the same name: it is on the way from Qena to the world-famous quarries of the Porphyrites, then Abu Sha'ar on the Red Sea coast, after this fort was founded in the Late Roman period. It is on","fort;re-occupation;isolated structure;tomb(s)","storage silos or rooms;well(s);tower(s);tank(s);dump, midden;enclosure(s);animal lines;small reservoir(s);tomb(s)","[""animal lines"",""archaeobotanical remains"",""archaeozoological remains"",""clothing and shoes"",""dump, midden"",""enclosure(s)"",""fort"",""furnishings"",""games and toys"",""glass"",""isolated structure"",""lighting"",""measures, weights, seals, coins"",""pottery (indetermin",https://desertnetworks.huma-num.fr/sites/DN_SIT0072
DN_SIT0074,Deir el-Wikalah,Roman fort built to facilitate and control access to the stone quarry of Wadi Umm Wikalah/Ophiates,33.659481000000000,26.417687999999998,"430",archaeological site,"The Roman fort of Deir el-Wikalah was built to facilitate and control access to the stone quarry of Wadi Umm Wikalah (located ca 2.1km to the north of the fort, see SIT1912), also known as Mons Ophiates in the ancient sources. It is also part of the stop","fort;unknown;tomb(s)","enclosure(s);well(s);tower(s);dump, midden;unknown;tomb(s)","[""dump, midden"",""enclosure(s)"",""fort"",""pottery (indeterminate function)"",""tomb(s)"",""tower(s)"",""unknown"",""well(s)"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0074
DN_SIT1963,Duba,Beryl mining settlement of the Sikait district,34.894666999999998,24.575157000000001,"239",archaeological site,"Beryl mining settlement located at the southern limit of the Sikait district.Apparently 30 structures scattered along small wadis, which are mainly huts. Cairns and skopeloi were also noticed by the Delaware survey, as well as many shafts.Dated to the","extraction site;habitation","mine vein and trenches;dwelling","[""dwelling"",""emerald/beryl"",""extraction site"",""habitation"",""mine vein and trenches""]",https://desertnetworks.huma-num.fr/sites/DN_SIT1963
DN_SIT0078,Dunqash,Mines and settlements from the New Kingdom to the Ptolemaic and Roman period,33.861111000000001,24.939000000000000,"385",archaeological site,"The site is composed of four clusters of occupation dated from the New Kingdom, the Ptolemaic and Roman period : a settlement in the west, one in the east, one near a well between the first two, and mines in the south.This area was exploited for its gol","extraction site;habitation;re-occupation;other;non-built settlement","working facilities;mine vein and trenches;tank(s);inscription(s);well(s);dwelling;tomb(s);scattered pottery","[""archaeozoological remains"",""dwelling"",""extraction site"",""gold"",""habitation"",""inscription(s)"",""mine vein and trenches"",""non-built settlement"",""other"",""pottery (indeterminate function)"",""re-occupation"",""scattered pottery"",""tank(s)"",""tomb(s)"",""tools"",""wel",https://desertnetworks.huma-num.fr/sites/DN_SIT0078
DN_SIT0079,Dweig/Phalakron,"Roman fort, on the road from Koptos to Berenike, anc. Phalakron",34.427709999999998,24.735880000000002,"546",archaeological site,"Roman fort, partly excavated by the MAFDO in 2010, located on the road from Koptos to Berenike, 32 km to the south-east of Xeron Pelagos, and 41 km to the north-west of Apollonos hydreuma/Gemal West.The fort is built at the confluence of the wadi Dweig","fort;isolated structure;re-occupation;other;non-built settlement","dwelling;enclosure(s);well(s);bakery or isolated bread oven(s);tower(s);scattered pottery;scattered pottery animal lines;scattered pottery cairn(s);cairn(s);other","[""bakery or isolated bread oven(s)"",""cairn(s)"",""dwelling"",""enclosure(s)"",""fort"",""isolated structure"",""non-built settlement"",""other"",""re-occupation"",""scattered pottery"",""scattered pottery animal lines"",""scattered pottery cairn(s)"",""tower(s)"",""transport an",https://desertnetworks.huma-num.fr/sites/DN_SIT0079
DN_SIT0081,El-Alam,Late Roman cemetery,34.781999999999996,24.957419999999999,"296",archaeological site,"Late Roman cemetery according to Sidebotham 2011b, p. 132. It is not visible on satellite images.","tomb(s);habitation",tomb(s),"[""habitation"",""tomb(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0081
DN_SIT0082,El-Amboot North,"Mining site, likely Ptolemaic",34.833739000000001,24.928642000000000,"193",archaeological site,"Mining site, likely Ptolemaic, located in an area where water was largely available (Klemm, Klemm 2013, p. 220). It comprises a well, probably ancient, and several huts, gathered in two clusters, to the south and west of the well.Near the well were very","non-built settlement;habitation","well(s);working facilities;dwelling","[""dwelling"",""gold"",""habitation"",""non-built settlement"",""tools"",""well(s)"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0082
DN_SIT0083,El-Amboot South,"Ancient mining site, not dated",34.810600000000001,24.911500000000000,"256",archaeological site,"Ancient mining site reoccupied by a modern mine prospected by the Hawari Company in the 1940s (Klemm, Klemm 2013, p. 221).Because of this modern reoccupation, the ancient site is badly damaged. It comprises a settlement, with a dozen of one roomed-huts,","habitation;extraction site;unknown","dwelling;mine vein and trenches;unknown","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""unknown""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0083
DN_SIT0084,El-Aras,First stop on the roads leading from Qena to the Mons Claudianus and the Porphyrites,32.789514611111002,26.357599055556001,"124",archaeological site,"The site of El-Aras is 21 km away from Qena, and is de facto the first stop on the roads leading from Qena to the Mons Claudianus, and the Porphyrites. It is also located on the possible road to Safaga, through Qirayyah, Semna, etc.It was discovered by",fort,"animal lines;well(s);enclosure(s)","[""animal lines"",""enclosure(s)"",""fort"",""tableware and serving vessels"",""transport and storage vessels"",""utility and cooking vessels"",""well(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0084
DN_SIT0212,El-Eleiga,"Gold mining settlement, probably exploited in the Ptolemaic period, and reoccupied in the Early Medieval Period",35.054299999999998,23.618333333332998,"588",archaeological site,"The site of El-Eleiga is located on a trade road from Berenike to Aswan, via Bir Abraq.It is a gold mining site, probably exploited in the Ptolemaic period, and reoccupied in the Early Medieval Period, according to the surface pottery found, and the pre","extraction site;habitation","working facilities;tomb(s);mine vein and trenches;dwelling","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""pottery (indeterminate function)"",""tomb(s)"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0212
DN_SIT0244,El-Faysaliyya/Xeron Pelagos,Large Roman fort on the Coptos-Berenike road,34.230640000000001,24.927620000000001,"449",archaeological site,"Roman fort on the Coptos-Berenike road, named Xeron Pelagos (""the Dry Sea"") in Antiquity.The fort is well preserved and was excavated by the MAFDO during 3 campaigns. Two outside buildings are notable, probably acting as hospitalia. A necropolis has al","fort;tomb(s);isolated structure;habitation","well(s);storage silos or rooms;tank(s);dwelling;enclosure(s);chapel(s), temple(s);bathing facilities;bakery or isolated bread oven(s);dump, midden;tomb(s);tower(s)","[""archaeobotanical remains"",""archaeozoological remains"",""bakery or isolated bread oven(s)"",""bathing facilities"",""chapel(s), temple(s)"",""clothing and shoes"",""dump, midden"",""dwelling"",""enclosure(s)"",""fort"",""games and toys"",""habitation"",""human remains"",""iso",https://desertnetworks.huma-num.fr/sites/DN_SIT0244
DN_SIT1917,El-Ghorban,"Hollow ways, sherd scatters, animal tracks. Ptolemaic and Roman.",34.528500000000001,24.654166666666999,"532",archaeological site,"Gebel el-Ghorban area, surveyed by the Michigan team in Feb. 1993, as a walking assessment of the vicinity of the installations at Umm Qaria/ Umm Ushra. The area seems to have seen traffic, primarily in the the Ptolemaic period but also in the Late Rom","other;non-built settlement;unknown;isolated structure","scattered pottery;well(s);cairn(s)","[""cairn(s)"",""isolated structure"",""non-built settlement"",""other"",""scattered pottery"",""unknown"",""well(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT1917
DN_SIT0086,El-Hammamat (quarries),"Quarries, inscriptions, and a small Roman settlement.",33.570399999999999,25.989999999999998,"364",archaeological site,"Of the explorations of the Egyptian expedition (1798-1801), only the one led by Bachelu passed through the area, but no mention was made of quarries or inscriptions. The quarries themselves were the source of ""bekhen"" stone, exploited from the Predynas","extraction site;place of worship;non-built settlement;habitation","quarry front(s);chapel(s), temple(s);inscription(s);dump, midden;dwelling","[""chapel(s), temple(s)"",""dump, midden"",""dwelling"",""extraction site"",""greywacke "",""habitation"",""inscription(s)"",""non-built settlement"",""place of worship"",""quarry front(s)"",""tableware and serving vessels"",""transport and storage vessels"",""utility and cookin",https://desertnetworks.huma-num.fr/sites/DN_SIT0086
DN_SIT0087,El-Hamra,"Roman fort on the Coptos-Myos Hormos road, located between the forts of El-Zarqa/Maximianon and Bir Sayyalah",33.891249999999999,26.038399999999999,"351",archaeological site,"Large Roman fort on the Coptos-Myos Hormos road, located between the forts of El-Zarqa/Maximianon (12 km to the west) and Bir Sayyalah (10 km to the east).For some reason the fort has been neglected by the travelers and missions who worked in the desert",fort,"enclosure(s);dwelling;inscription(s)","[""dwelling"",""enclosure(s)"",""fort"",""inscription(s)"",""transport and storage vessels"",""utility and cooking vessels"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0087
DN_SIT0088,El-Heita,"Large Roman fort on the road from Qena to the Porphyrites, and smaller fort on a hill",32.763500000000001,26.608570000000000,"204",archaeological site,"Large fort with a large reservoir and a well (dry when visited by Murray in the 1920s). Animal lines are also located to the west of the station, as well as a smaller fort located on a hill.The buildings are all built in mudbricks, on a rubble foundatio",fort,"well(s);tank(s);enclosure(s);dwelling;tower(s);animal lines","[""animal lines"",""dwelling"",""enclosure(s)"",""fort"",""pottery (indeterminate function)"",""tank(s)"",""tower(s)"",""well(s)"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0088
DN_SIT0089,El-Hisinat,Settlements and quartz mines,33.808000000000000,25.295000000000002,"372",archaeological site,"In this area, gold was exploited during the Old/Middle Kingdom, the New Kingdom and the Ptolemaic Period, according to the tools found near the mines.The traces of New Kingdom occupation can also be seen in three settlements, in the north, south and so","habitation;extraction site","dwelling;working facilities;mine vein and trenches","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0089
DN_SIT0090,El-Hudi,Amethyst mines and forts from the Middle Kingdom and the Roman Period.,33.140799999999999,23.981300000000001,"268",archaeological site,"The site of El-Hudi is located 35 km southeast of Aswan, near the Gebel el-Hudi overlooking the Wadi el-Hudi.The area is composed of over 30 subsites dated from the Predynastic Period to the Arab Period and identified by Ahmed Fakhry in the 1940s and by","extraction site;habitation;other;non-built settlement;fort","dwelling;mine vein and trenches;cairn(s);working facilities;enclosure(s);storage silos or rooms;well(s);inscription(s)","[""amethyst"",""cairn(s)"",""dwelling"",""enclosure(s)"",""extraction site"",""fort"",""habitation"",""inscription(s)"",""measures, weights, seals, coins"",""mine vein and trenches"",""non-built settlement"",""other"",""pottery (indeterminate function)"",""storage silos or rooms"",",https://desertnetworks.huma-num.fr/sites/DN_SIT0090
DN_SIT0094,El-Kanais,"Major site of the southern part of the Eastern desert, occupied in the New Kingdom (well and temple) and Ptolemaic period (road station and Paneion)",33.310000000000002,25.004166666667000,"191",archaeological site,"Major site of the southern part of the Eastern desert. The site of El-Kanais was already frequented in Predynastic times as indicated by the presence of graffiti and flints in the area. A text dated to the time of Amenhotep III shows that the location","non-built settlement;place of worship;isolated structure;fort;other;habitation;unknown;rock shelter","inscription(s);chapel(s), temple(s);well(s);enclosure(s);tank(s);dwelling;bakery or isolated bread oven(s);scattered pottery;unknown;cairn(s);tower(s)","[""bakery or isolated bread oven(s)"",""cairn(s)"",""chapel(s), temple(s)"",""dwelling"",""enclosure(s)"",""fort"",""habitation"",""inscription(s)"",""isolated structure"",""non-built settlement"",""other"",""place of worship"",""pottery (indeterminate function)"",""rock shelter"",",https://desertnetworks.huma-num.fr/sites/DN_SIT0094
DN_SIT0095,El-Matula,"Roman fort, first station on the Coptos-Myos Hormos road",32.962409999999998,25.930029999999999,"98",archaeological site,"Roman fort, first station on the road from Coptos to Myos Hormos. Described as en ""empty shell"" by Meredith 1953b, p. 98, the fort is however clearly visible on the satellite images, and the pictures recently published by Sidebotham, Gates-Foster 2019, p",fort,enclosure(s),"[""enclosure(s)"",""fort"",""measures, weights, seals, coins"",""transport and storage vessels""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0095
DN_SIT0033,El-Miyah,"Ptolemaic mining settlement in Wadi Miyah. A rectangular building  is interpreted as a Roman fortress, although it could be of Ptolemaic date as well",34.087600000000002,25.414999972221999,"536",archaeological site,"Large settlement in Wadi Miyah, composed of a rectangular building interpreted as a fortress by Klemm, Klemm 2013, p. 160. An alignment of additionnal buildings is interpreted as a garrison, and a watchtower and a small fortified complex is also noted, a","fort;unknown;isolated structure;extraction site","dwelling;enclosure(s);tower(s);mine vein and trenches","[""dwelling"",""enclosure(s)"",""extraction site"",""fort"",""gold"",""isolated structure"",""mine vein and trenches"",""tools"",""tower(s)"",""unknown""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0033
DN_SIT0096,El-Muwayh/Krokodilo,Major Roman fort on the road from Coptos to Myos Hormos,33.401190000000000,25.942589999999999,"237",archaeological site,"Major Roman fort on the road from Coptos to Myos Hormos.It is named after a rock whose shape reminds a crocodile.The fort was probably founded at the same time as the series of forts whose dedication has been found (Siket, Didymoi, etc.). The Flavian l","fort;rock shelter;non-built settlement;re-occupation","dwelling;bakery or isolated bread oven(s);dump, midden;enclosure(s);tank(s);inscription(s);scattered pottery","[""archaeozoological remains"",""bakery or isolated bread oven(s)"",""clothing and shoes"",""dump, midden"",""dwelling"",""enclosure(s)"",""fishing/hunting/husbandry"",""fort"",""inscription(s)"",""jewellery and ornaments"",""lighting"",""measures, weights, seals, coins"",""medi",https://desertnetworks.huma-num.fr/sites/DN_SIT0096
DN_SIT0097,El-Saqqia,Roman fort and two large wells on the road from Qena to the Porphyrites,32.884309999999999,26.731420000000000,"246",archaeological site,"The site of el-Saqqia is the junction of many tracks (one of which is the recent El-Geesh - Hurghada road). It is placed in the narrow part of a small, fairly open gorge, dominated to the south by the reliefs of Jabal Naj at-Tayr (alt. 465 m). This gorge",fort,"well(s);dump, midden;tank(s);dwelling;animal lines;enclosure(s)","[""animal lines"",""dump, midden"",""dwelling"",""enclosure(s)"",""fort"",""tank(s)"",""well(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0097
DN_SIT0098,El-Sid,New Kingdom settlements and gold mines.,33.613819999999997,25.989950000000000,"421",archaeological site,"Near the Byzantine Umm Fawakhir settlement [SIT0215], in the wadi el-Sid, several huts have been found along the edges of the wadi and in tributaries valleys.In the hills west of the wadi, quartz veins were exploited during the New Kingdom.","habitation;isolated structure","mine vein and trenches;dwelling;working facilities","[""dwelling"",""gold"",""habitation"",""isolated structure"",""mine vein and trenches"",""pottery (indeterminate function)"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0098
DN_SIT0099,El-Zarqa/Maximianon,Large Roman fort on the Coptos-Myos Hormos road,33.787700000000001,26.000930000000000,"452",archaeological site,"Large Roman fort equipped with half-circular towers at each corner and two half-circular towers on both sides of the entrance.A 16m diameter well is in the center of the courtyard; the water was reached thanks to a staircase.There were at least 63 and","fort;tomb(s);habitation","enclosure(s);dwelling;well(s);bathing facilities;bakery or isolated bread oven(s);dump, midden;tomb(s);small reservoir(s)","[""archaeobotanical remains"",""archaeozoological remains"",""bakery or isolated bread oven(s)"",""bathing facilities"",""clothing and shoes"",""dump, midden"",""dwelling"",""enclosure(s)"",""fort"",""furnishings"",""games and toys"",""habitation"",""human remains"",""jewellery an",https://desertnetworks.huma-num.fr/sites/DN_SIT0099
DN_SIT0102,Fatira el-Beida,"Small grey granite quarry, with quarry village",33.323569999999997,26.733680000000000,"528",archaeological site,"Small grey granite quarry, with quarry village. The large front is still visible to the northwest towards the paved road. There are about twenty huts, some of which rest against a relief. Some are built with carved blocks from the quarry, including two","habitation;extraction site","dwelling;quarry front(s)","[""dwelling"",""extraction site"",""granite"",""habitation"",""quarry front(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0102
DN_SIT0104,Gadalla,New Kingdom settlements and gold mines,33.725600000000000,25.373999999999999,"421",archaeological site,"The site of Gadalla is composed of several New Kingdom settlements scattered around a mountainous area near the wadi Talat el-Gadalla and its intersection with the Wadi el-Shalul.These settlements are associated with gold mines in the gebel.","habitation;extraction site","dwelling;working facilities;small reservoir(s);mine vein and trenches;surface water harvesting structure(s)","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""pottery (indeterminate function)"",""small reservoir(s)"",""surface water harvesting structure(s)"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0104
DN_SIT1772,Gasus,"Site with a well and four buildings, dated to the Ptolemaic and Roman period, with a Middle Kingdom occupation also attested. Likely a stop on the road from the sea to the desert, via the wadi Gasus",33.959090000000003,26.545970000000001,"89",archaeological site,"Site located 8km from the sea and the site of Marsa Gawasis. It is located in the wadi Gasus, a parallel to wadi Safaga and an entrance into the desert from the Red Sea.It comprises five subsites: a well, surrounded by an enclosure and that is likely a","station;unknown;habitation","dwelling;bakery or isolated bread oven(s);enclosure(s);well(s)","[""bakery or isolated bread oven(s)"",""dwelling"",""enclosure(s)"",""habitation"",""pottery (indeterminate function)"",""religious object"",""station"",""unknown"",""well(s)"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT1772
DN_SIT0110,Gebel Zabara,"Beryl mining settlement, probably included in the vast ""Mons Smaragdus""",34.718589999999999,24.771070000000002,"496",archaeological site,"Beryl mining settlement, probably included in the vast ""Mons Smaragdus"", discovered by Belzoni (Caillaud 1821, p. 32 probably did not visit the site, and wrongly calls the site of Sikait by the name Gebel Zabara).The site is composed of a large settleme","extraction site;habitation","working facilities;dwelling;mine vein and trenches;quarry front(s)","[""dwelling"",""emerald/beryl"",""extraction site"",""habitation"",""mine vein and trenches"",""other"",""pottery (indeterminate function)"",""quarry front(s)"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0110
DN_SIT0111,Gemal East,"Area with at least two Roman subsites, a village with animal lines, and another small structure for animals, that were likely stops between the emerald mines of Sikait and Nugrus and the fort of Gemal West (Apollonos hydreuma)",34.817650000000000,24.567060000000001,"246",archaeological site,"Area with at least two subsites, the main one being an Early to Middle  Roman stop on the road to Apollonos (Gemal West), with animal lines and a village composed of dozens of huts and multi-roomed buildings.The other one, near the juncture of wadi Nugr","station;habitation","animal lines;dwelling;tomb(s);scattered pottery","[""animal lines"",""dwelling"",""habitation"",""pottery (indeterminate function)"",""scattered pottery"",""station"",""tomb(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0111
DN_SIT0112,Gemal West/Apollonos hydreuma,"Large area with many subsites. The main one is a large Ptolemaic  (?) and Roman fort, known as Apollonos hydreuma in the ancient sources",34.737299999999998,24.535119999999999,"300",archaeological site,"Large area with many subsites. The main one is a large Ptolemaic  (?) and Roman fort, known as Apollonos hydreuma (""the well of Apollo"") in the ancient sources. It has been largely destroyed, but was certainly one of the largest Roman forts in the Easter","tomb(s);fort;habitation;re-occupation;non-built settlement","tomb(s);dwelling;chapel(s), temple(s);working facilities;enclosure(s);dump, midden;scattered pottery;scattered pottery cairn(s) tomb(s);other","[""chapel(s), temple(s)"",""dump, midden"",""dwelling"",""emerald/beryl"",""enclosure(s)"",""fort"",""gold"",""habitation"",""non-built settlement"",""other"",""pottery (indeterminate function)"",""re-occupation"",""scattered pottery"",""scattered pottery cairn(s) tomb(s)"",""tomb(s",https://desertnetworks.huma-num.fr/sites/DN_SIT0112
DN_SIT0113,Ghadir,Ptolemaic gold mining settlement,34.837100000000000,24.798960000000001,"240",archaeological site,"Ptolemaic gold mining settlement, composed of at least 7 clusters along the edges and terraces of the wadi Ghadir, over a distance of about 3.5 km. The Klemms did not find the quartz veins that were mined by the inhabitants of the settlement.In the SW v","habitation;tomb(s)","dwelling;tomb(s)","[""dwelling"",""gold"",""habitation"",""pottery (indeterminate function)"",""tomb(s)"",""tools""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0113
DN_SIT0115,Ghozza/Berkou,Ptolemaic gold mining settlement and Roman fort,33.108100000000000,26.869000000000000,"391",archaeological site,"In the wadi el-Ghozza, about 100 km from Qena, in a fairly open plain and an area of successive confluences with four small tributaries (two on the right bank, two on the left bank); the wadi el-Ghozza connects to the W at the wadi el-Atrash (from N/S di","habitation;fort;non-built settlement;extraction site;unknown","bakery or isolated bread oven(s);bathing facilities;dump, midden;dwelling;storage silos or rooms;working facilities;small reservoir(s);enclosure(s);tank(s);well(s);surface water harvesting structure(s);mine vein and trenches","[""archaeobotanical remains"",""archaeozoological remains"",""bakery or isolated bread oven(s)"",""bathing facilities"",""dump, midden"",""dwelling"",""enclosure(s)"",""extraction site"",""fort"",""glass"",""gold"",""habitation"",""human remains"",""lighting"",""measures, weights, s",https://desertnetworks.huma-num.fr/sites/DN_SIT0115
DN_SIT0116,Gidami,"Gold mining settlement dated to the Ptolemaic period, with a possible New Kingdom occupation and Roman reoccupation",33.452221999999999,26.391700000000000,"613",archaeological site,"The site is in the wadi el-Gidami, at the confluence between the latter and a secondary wadi leading from the north. It is dominated to the northwest, northeast and south by relief peaking at 700m.A well, the Bir Sirbakis, is clearly visible (and still","habitation;extraction site;re-occupation","dwelling;tank(s);working facilities;mine vein and trenches;scattered pottery","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""pottery (indeterminate function)"",""re-occupation"",""scattered pottery"",""tank(s)"",""tools"",""transport and storage vessels"",""utility and cooking vessels"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0116
DN_SIT0118,Hamash,Old/Middle Kingdom gold mine and Ptolemaic-Roman settlements,34.094721999999997,24.681944000000001,"415",archaeological site,"Old/Middle Kingdom gold mine and Ptolemaic-Early Roman gold mining settlement.Hamash was probably an important gold mining settlement of the Ptolemaic period, but it has never been excavated. The site is currently under exploitation, which explains the","habitation;extraction site","dwelling;mine vein and trenches","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""pottery (indeterminate function)"",""tools""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0118
DN_SIT0119,Hangaliya,"Ptolemaic gold extraction site, with a possible New Kingdom occupation",34.597890000000000,24.841100000000001,"739",archaeological site,"Ptolemaic gold extraction site, with a possible New Kingdom occupation.","habitation;extraction site","dwelling;well(s);working facilities;mine vein and trenches","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""pottery (indeterminate function)"",""tools"",""well(s)"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0119
DN_SIT0120,Hatim,Ptolemaic (?) and Early Roman settlement on the Edfu-Marsa Nakari road,34.738833000000000,24.958832999999998,"316",archaeological site,"Settlement and cemetery, poorly dated, maybe of the Ptolemaic and Early Roman period according to Sidebotham 1999, p. 367 and Sidebotham 2011b, p. 132.From the satellite images, one can see that the site comprises a few buildings, probably huts, spread","habitation;tomb(s)","tomb(s);dwelling","[""dwelling"",""habitation"",""tomb(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0120
DN_SIT0122,Himal,Small installation or fortification with 1st C. BCE- 3rd C. CE amphorae,34.497667000000000,24.689333000000001,"517",archaeological site,"Small site on the track west of Wadi el-Himal road, between that road and the Umm Jukh mica mine. Mostly buried architecture in poor condition suggests the presence of a small installation or fortification, not confirmed by excavation. A deposit of ampho","isolated structure;unknown",scattered pottery,"[""isolated structure"",""pottery (indeterminate function)"",""scattered pottery"",""unknown""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0122
DN_SIT0123,Hitan Rayan,Large Late Roman village,35.327080000000002,23.797650000000001,"306",archaeological site,"Settlement comprising 141 structures in a dead-end wadi and 31 burial cairns, concentrated in a cemetery on a terrace. The structures are likely huts, with one, two or more rarely three or four rooms. Some of the individual huts are circular while the ma","tomb(s);habitation","dwelling;tomb(s)","[""dwelling"",""habitation"",""tableware and serving vessels"",""tomb(s)"",""transport and storage vessels"",""utility and cooking vessels""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0123
DN_SIT0124,Kab el-Abiad,New Kingdom settlement on the wadi edges,34.016700000000000,25.923999999999999,"312",archaeological site,New Kingdom settlement on the wadi edges,habitation,dwelling,"[""dwelling"",""habitation""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0124
DN_SIT0159,Kalalat,"Two Roman forts located 8.5 km SE of Berenike, at 1.5 km distance from each other",35.409289999999999,23.864590000000000,"89",archaeological site,"Two forts located 8.5km SE of Berenike. They are located 1.5km from each other.The large fort, located to the SW, measures ca 90 x 80m, i.e. more than 70ha. This is one of the most important forts in the Eastern desert. It is defended by 9 towers, two",fort,"dwelling;enclosure(s);tower(s);dump, midden;well(s)","[""archaeozoological remains"",""dump, midden"",""dwelling"",""enclosure(s)"",""fort"",""pottery (indeterminate function)"",""tower(s)"",""well(s)"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0159
